"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"State"	"State Code"	"Age of Mother"	"Age of Mother Code"	Births
	"2008"	"2008"	"March"	"3"	"California"	"06"	"15-19 years"	"15-19"	4410
	"2008"	"2008"	"March"	"3"	"California"	"06"	"20-24 years"	"20-24"	9890
	"2008"	"2008"	"March"	"3"	"California"	"06"	"25-29 years"	"25-29"	11981
	"2008"	"2008"	"March"	"3"	"California"	"06"	"30-34 years"	"30-34"	10992
	"2008"	"2008"	"March"	"3"	"California"	"06"	"35-39 years"	"35-39"	6346
	"2008"	"2008"	"March"	"3"	"California"	"06"	"40-44 years"	"40-44"	1522
	"2008"	"2008"	"March"	"3"	"California"	"06"	"45-49 years"	"45-49"	124
	"2008"	"2008"	"March"	"3"	"California"	"06"	"50-54 years"	"50-54"	20
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"15-19 years"	"15-19"	602
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"20-24 years"	"20-24"	1313
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"25-29 years"	"25-29"	1691
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"30-34 years"	"30-34"	1397
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"35-39 years"	"35-39"	769
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"40-44 years"	"40-44"	152
	"2008"	"2008"	"March"	"3"	"Colorado"	"08"	"45-49 years"	"45-49"	14
	"2008"	"2008"	"March"	"3"	"Connecticut"	"09"	"15-19 years"	"15-19"	226
	"2008"	"2008"	"March"	"3"	"Connecticut"	"09"	"20-24 years"	"20-24"	620
	"2008"	"2008"	"March"	"3"	"Connecticut"	"09"	"25-29 years"	"25-29"	847
	"2008"	"2008"	"March"	"3"	"Connecticut"	"09"	"30-34 years"	"30-34"	948
	"2008"	"2008"	"March"	"3"	"Connecticut"	"09"	"35-39 years"	"35-39"	614
	"2008"	"2008"	"March"	"3"	"Connecticut"	"09"	"40-44 years"	"40-44"	145
	"2008"	"2008"	"March"	"3"	"Delaware"	"10"	"15-19 years"	"15-19"	120
	"2008"	"2008"	"March"	"3"	"Delaware"	"10"	"20-24 years"	"20-24"	252
	"2008"	"2008"	"March"	"3"	"Delaware"	"10"	"25-29 years"	"25-29"	308
	"2008"	"2008"	"March"	"3"	"Delaware"	"10"	"30-34 years"	"30-34"	208
	"2008"	"2008"	"March"	"3"	"Delaware"	"10"	"35-39 years"	"35-39"	131
	"2008"	"2008"	"March"	"3"	"Delaware"	"10"	"40-44 years"	"40-44"	22
	"2008"	"2008"	"March"	"3"	"District of Columbia"	"11"	"15-19 years"	"15-19"	94
	"2008"	"2008"	"March"	"3"	"District of Columbia"	"11"	"20-24 years"	"20-24"	170
	"2008"	"2008"	"March"	"3"	"District of Columbia"	"11"	"25-29 years"	"25-29"	164
	"2008"	"2008"	"March"	"3"	"District of Columbia"	"11"	"30-34 years"	"30-34"	200
	"2008"	"2008"	"March"	"3"	"District of Columbia"	"11"	"35-39 years"	"35-39"	127
	"2008"	"2008"	"March"	"3"	"District of Columbia"	"11"	"40-44 years"	"40-44"	35
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"Under 15 years"	"15"	30
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"15-19 years"	"15-19"	1933
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"20-24 years"	"20-24"	4926
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"25-29 years"	"25-29"	5267
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"30-34 years"	"30-34"	4139
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"35-39 years"	"35-39"	2233
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"40-44 years"	"40-44"	536
	"2008"	"2008"	"March"	"3"	"Florida"	"12"	"45-49 years"	"45-49"	23
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"Under 15 years"	"15"	25
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"15-19 years"	"15-19"	1503
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"20-24 years"	"20-24"	3218
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"25-29 years"	"25-29"	3350
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"30-34 years"	"30-34"	2510
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"35-39 years"	"35-39"	1280
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"40-44 years"	"40-44"	247
	"2008"	"2008"	"March"	"3"	"Georgia"	"13"	"45-49 years"	"45-49"	20
	"2008"	"2008"	"March"	"3"	"Hawaii"	"15"	"15-19 years"	"15-19"	137
	"2008"	"2008"	"March"	"3"	"Hawaii"	"15"	"20-24 years"	"20-24"	391
	"2008"	"2008"	"March"	"3"	"Hawaii"	"15"	"25-29 years"	"25-29"	429
	"2008"	"2008"	"March"	"3"	"Hawaii"	"15"	"30-34 years"	"30-34"	359
	"2008"	"2008"	"March"	"3"	"Hawaii"	"15"	"35-39 years"	"35-39"	220
	"2008"	"2008"	"March"	"3"	"Hawaii"	"15"	"40-44 years"	"40-44"	63
	"2008"	"2008"	"March"	"3"	"Idaho"	"16"	"15-19 years"	"15-19"	185
	"2008"	"2008"	"March"	"3"	"Idaho"	"16"	"20-24 years"	"20-24"	591
	"2008"	"2008"	"March"	"3"	"Idaho"	"16"	"25-29 years"	"25-29"	672
	"2008"	"2008"	"March"	"3"	"Idaho"	"16"	"30-34 years"	"30-34"	422
	"2008"	"2008"	"March"	"3"	"Idaho"	"16"	"35-39 years"	"35-39"	177
	"2008"	"2008"	"March"	"3"	"Idaho"	"16"	"40-44 years"	"40-44"	30
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"Under 15 years"	"15"	28
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"15-19 years"	"15-19"	1461
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"20-24 years"	"20-24"	3147
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"25-29 years"	"25-29"	4005
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"30-34 years"	"30-34"	3676
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"35-39 years"	"35-39"	1851
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"40-44 years"	"40-44"	390
	"2008"	"2008"	"March"	"3"	"Illinois"	"17"	"45-49 years"	"45-49"	24
	"2008"	"2008"	"March"	"3"	"Indiana"	"18"	"15-19 years"	"15-19"	832
	"2008"	"2008"	"March"	"3"	"Indiana"	"18"	"20-24 years"	"20-24"	2156
	"2008"	"2008"	"March"	"3"	"Indiana"	"18"	"25-29 years"	"25-29"	2383
	"2008"	"2008"	"March"	"3"	"Indiana"	"18"	"30-34 years"	"30-34"	1381
	"2008"	"2008"	"March"	"3"	"Indiana"	"18"	"35-39 years"	"35-39"	679
	"2008"	"2008"	"March"	"3"	"Indiana"	"18"	"40-44 years"	"40-44"	114
	"2008"	"2008"	"March"	"3"	"Iowa"	"19"	"15-19 years"	"15-19"	311
	"2008"	"2008"	"March"	"3"	"Iowa"	"19"	"20-24 years"	"20-24"	825
	"2008"	"2008"	"March"	"3"	"Iowa"	"19"	"25-29 years"	"25-29"	1110
	"2008"	"2008"	"March"	"3"	"Iowa"	"19"	"30-34 years"	"30-34"	708
	"2008"	"2008"	"March"	"3"	"Iowa"	"19"	"35-39 years"	"35-39"	299
	"2008"	"2008"	"March"	"3"	"Iowa"	"19"	"40-44 years"	"40-44"	59
	"2008"	"2008"	"March"	"3"	"Kansas"	"20"	"15-19 years"	"15-19"	349
	"2008"	"2008"	"March"	"3"	"Kansas"	"20"	"20-24 years"	"20-24"	937
	"2008"	"2008"	"March"	"3"	"Kansas"	"20"	"25-29 years"	"25-29"	1055
	"2008"	"2008"	"March"	"3"	"Kansas"	"20"	"30-34 years"	"30-34"	733
	"2008"	"2008"	"March"	"3"	"Kansas"	"20"	"35-39 years"	"35-39"	307
	"2008"	"2008"	"March"	"3"	"Kansas"	"20"	"40-44 years"	"40-44"	44
	"2008"	"2008"	"March"	"3"	"Kentucky"	"21"	"15-19 years"	"15-19"	681
	"2008"	"2008"	"March"	"3"	"Kentucky"	"21"	"20-24 years"	"20-24"	1449
	"2008"	"2008"	"March"	"3"	"Kentucky"	"21"	"25-29 years"	"25-29"	1381
	"2008"	"2008"	"March"	"3"	"Kentucky"	"21"	"30-34 years"	"30-34"	894
	"2008"	"2008"	"March"	"3"	"Kentucky"	"21"	"35-39 years"	"35-39"	406
	"2008"	"2008"	"March"	"3"	"Kentucky"	"21"	"40-44 years"	"40-44"	73
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"Under 15 years"	"15"	18
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"15-19 years"	"15-19"	714
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"20-24 years"	"20-24"	1702
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"25-29 years"	"25-29"	1516
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"30-34 years"	"30-34"	855
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"35-39 years"	"35-39"	381
	"2008"	"2008"	"March"	"3"	"Louisiana"	"22"	"40-44 years"	"40-44"	81
	"2008"	"2008"	"March"	"3"	"Maine"	"23"	"15-19 years"	"15-19"	112
	"2008"	"2008"	"March"	"3"	"Maine"	"23"	"20-24 years"	"20-24"	257
	"2008"	"2008"	"March"	"3"	"Maine"	"23"	"25-29 years"	"25-29"	340
	"2008"	"2008"	"March"	"3"	"Maine"	"23"	"30-34 years"	"30-34"	277
	"2008"	"2008"	"March"	"3"	"Maine"	"23"	"35-39 years"	"35-39"	132
	"2008"	"2008"	"March"	"3"	"Maine"	"23"	"40-44 years"	"40-44"	38
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"Under 15 years"	"15"	10
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"15-19 years"	"15-19"	543
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"20-24 years"	"20-24"	1378
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"25-29 years"	"25-29"	1752
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"30-34 years"	"30-34"	1595
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"35-39 years"	"35-39"	955
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"40-44 years"	"40-44"	209
	"2008"	"2008"	"March"	"3"	"Maryland"	"24"	"45-49 years"	"45-49"	22
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"15-19 years"	"15-19"	384
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"20-24 years"	"20-24"	1041
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"25-29 years"	"25-29"	1582
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"30-34 years"	"30-34"	1982
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"35-39 years"	"35-39"	1177
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"40-44 years"	"40-44"	262
	"2008"	"2008"	"March"	"3"	"Massachusetts"	"25"	"45-49 years"	"45-49"	11
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"Under 15 years"	"15"	16
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"15-19 years"	"15-19"	1004
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"20-24 years"	"20-24"	2484
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"25-29 years"	"25-29"	3080
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"30-34 years"	"30-34"	2290
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"35-39 years"	"35-39"	1107
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"40-44 years"	"40-44"	236
	"2008"	"2008"	"March"	"3"	"Michigan"	"26"	"45-49 years"	"45-49"	13
	"2008"	"2008"	"March"	"3"	"Minnesota"	"27"	"15-19 years"	"15-19"	422
	"2008"	"2008"	"March"	"3"	"Minnesota"	"27"	"20-24 years"	"20-24"	1232
	"2008"	"2008"	"March"	"3"	"Minnesota"	"27"	"25-29 years"	"25-29"	2011
	"2008"	"2008"	"March"	"3"	"Minnesota"	"27"	"30-34 years"	"30-34"	1592
	"2008"	"2008"	"March"	"3"	"Minnesota"	"27"	"35-39 years"	"35-39"	751
	"2008"	"2008"	"March"	"3"	"Minnesota"	"27"	"40-44 years"	"40-44"	146
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"Under 15 years"	"15"	11
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"15-19 years"	"15-19"	602
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"20-24 years"	"20-24"	1173
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"25-29 years"	"25-29"	966
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"30-34 years"	"30-34"	538
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"35-39 years"	"35-39"	212
	"2008"	"2008"	"March"	"3"	"Mississippi"	"28"	"40-44 years"	"40-44"	31
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"Under 15 years"	"15"	11
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"15-19 years"	"15-19"	797
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"20-24 years"	"20-24"	1854
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"25-29 years"	"25-29"	1981
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"30-34 years"	"30-34"	1367
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"35-39 years"	"35-39"	606
	"2008"	"2008"	"March"	"3"	"Missouri"	"29"	"40-44 years"	"40-44"	104
	"2008"	"2008"	"March"	"3"	"Montana"	"30"	"15-19 years"	"15-19"	107
	"2008"	"2008"	"March"	"3"	"Montana"	"30"	"20-24 years"	"20-24"	284
	"2008"	"2008"	"March"	"3"	"Montana"	"30"	"25-29 years"	"25-29"	327
	"2008"	"2008"	"March"	"3"	"Montana"	"30"	"30-34 years"	"30-34"	223
	"2008"	"2008"	"March"	"3"	"Montana"	"30"	"35-39 years"	"35-39"	90
	"2008"	"2008"	"March"	"3"	"Montana"	"30"	"40-44 years"	"40-44"	19
	"2008"	"2008"	"March"	"3"	"Nebraska"	"31"	"15-19 years"	"15-19"	192
	"2008"	"2008"	"March"	"3"	"Nebraska"	"31"	"20-24 years"	"20-24"	575
	"2008"	"2008"	"March"	"3"	"Nebraska"	"31"	"25-29 years"	"25-29"	726
	"2008"	"2008"	"March"	"3"	"Nebraska"	"31"	"30-34 years"	"30-34"	482
	"2008"	"2008"	"March"	"3"	"Nebraska"	"31"	"35-39 years"	"35-39"	203
	"2008"	"2008"	"March"	"3"	"Nebraska"	"31"	"40-44 years"	"40-44"	46
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"15-19 years"	"15-19"	347
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"20-24 years"	"20-24"	829
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"25-29 years"	"25-29"	966
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"30-34 years"	"30-34"	647
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"35-39 years"	"35-39"	357
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"40-44 years"	"40-44"	78
	"2008"	"2008"	"March"	"3"	"Nevada"	"32"	"45-49 years"	"45-49"	12
	"2008"	"2008"	"March"	"3"	"New Hampshire"	"33"	"15-19 years"	"15-19"	93
	"2008"	"2008"	"March"	"3"	"New Hampshire"	"33"	"20-24 years"	"20-24"	231
	"2008"	"2008"	"March"	"3"	"New Hampshire"	"33"	"25-29 years"	"25-29"	326
	"2008"	"2008"	"March"	"3"	"New Hampshire"	"33"	"30-34 years"	"30-34"	276
	"2008"	"2008"	"March"	"3"	"New Hampshire"	"33"	"35-39 years"	"35-39"	166
	"2008"	"2008"	"March"	"3"	"New Hampshire"	"33"	"40-44 years"	"40-44"	23
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"15-19 years"	"15-19"	635
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"20-24 years"	"20-24"	1594
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"25-29 years"	"25-29"	2381
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"30-34 years"	"30-34"	2699
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"35-39 years"	"35-39"	1607
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"40-44 years"	"40-44"	364
	"2008"	"2008"	"March"	"3"	"New Jersey"	"34"	"45-49 years"	"45-49"	23
	"2008"	"2008"	"March"	"3"	"New Mexico"	"35"	"15-19 years"	"15-19"	378
	"2008"	"2008"	"March"	"3"	"New Mexico"	"35"	"20-24 years"	"20-24"	777
	"2008"	"2008"	"March"	"3"	"New Mexico"	"35"	"25-29 years"	"25-29"	660
	"2008"	"2008"	"March"	"3"	"New Mexico"	"35"	"30-34 years"	"30-34"	412
	"2008"	"2008"	"March"	"3"	"New Mexico"	"35"	"35-39 years"	"35-39"	195
	"2008"	"2008"	"March"	"3"	"New Mexico"	"35"	"40-44 years"	"40-44"	56
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"Under 15 years"	"15"	23
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"15-19 years"	"15-19"	1399
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"20-24 years"	"20-24"	4229
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"25-29 years"	"25-29"	5394
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"30-34 years"	"30-34"	5510
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"35-39 years"	"35-39"	3281
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"40-44 years"	"40-44"	827
	"2008"	"2008"	"March"	"3"	"New York"	"36"	"45-49 years"	"45-49"	64
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"Under 15 years"	"15"	34
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"15-19 years"	"15-19"	1269
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"20-24 years"	"20-24"	2898
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"25-29 years"	"25-29"	2968
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"30-34 years"	"30-34"	2284
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"35-39 years"	"35-39"	1143
	"2008"	"2008"	"March"	"3"	"North Carolina"	"37"	"40-44 years"	"40-44"	231
	"2008"	"2008"	"March"	"3"	"North Dakota"	"38"	"15-19 years"	"15-19"	55
	"2008"	"2008"	"March"	"3"	"North Dakota"	"38"	"20-24 years"	"20-24"	179
	"2008"	"2008"	"March"	"3"	"North Dakota"	"38"	"25-29 years"	"25-29"	223
	"2008"	"2008"	"March"	"3"	"North Dakota"	"38"	"30-34 years"	"30-34"	124
	"2008"	"2008"	"March"	"3"	"North Dakota"	"38"	"35-39 years"	"35-39"	60
	"2008"	"2008"	"March"	"3"	"North Dakota"	"38"	"40-44 years"	"40-44"	13
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"Under 15 years"	"15"	13
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"15-19 years"	"15-19"	1371
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"20-24 years"	"20-24"	3250
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"25-29 years"	"25-29"	3671
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"30-34 years"	"30-34"	2672
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"35-39 years"	"35-39"	1259
	"2008"	"2008"	"March"	"3"	"Ohio"	"39"	"40-44 years"	"40-44"	214
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"Under 15 years"	"15"	11
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"15-19 years"	"15-19"	588
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"20-24 years"	"20-24"	1372
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"25-29 years"	"25-29"	1279
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"30-34 years"	"30-34"	723
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"35-39 years"	"35-39"	286
	"2008"	"2008"	"March"	"3"	"Oklahoma"	"40"	"40-44 years"	"40-44"	54
	"2008"	"2008"	"March"	"3"	"Oregon"	"41"	"15-19 years"	"15-19"	401
	"2008"	"2008"	"March"	"3"	"Oregon"	"41"	"20-24 years"	"20-24"	968
	"2008"	"2008"	"March"	"3"	"Oregon"	"41"	"25-29 years"	"25-29"	1165
	"2008"	"2008"	"March"	"3"	"Oregon"	"41"	"30-34 years"	"30-34"	950
	"2008"	"2008"	"March"	"3"	"Oregon"	"41"	"35-39 years"	"35-39"	444
	"2008"	"2008"	"March"	"3"	"Oregon"	"41"	"40-44 years"	"40-44"	106
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"Under 15 years"	"15"	21
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"15-19 years"	"15-19"	1135
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"20-24 years"	"20-24"	2801
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"25-29 years"	"25-29"	3605
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"30-34 years"	"30-34"	3017
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"35-39 years"	"35-39"	1553
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"40-44 years"	"40-44"	297
	"2008"	"2008"	"March"	"3"	"Pennsylvania"	"42"	"45-49 years"	"45-49"	22
	"2008"	"2008"	"March"	"3"	"Rhode Island"	"44"	"15-19 years"	"15-19"	110
	"2008"	"2008"	"March"	"3"	"Rhode Island"	"44"	"20-24 years"	"20-24"	190
	"2008"	"2008"	"March"	"3"	"Rhode Island"	"44"	"25-29 years"	"25-29"	295
	"2008"	"2008"	"March"	"3"	"Rhode Island"	"44"	"30-34 years"	"30-34"	278
	"2008"	"2008"	"March"	"3"	"Rhode Island"	"44"	"35-39 years"	"35-39"	147
	"2008"	"2008"	"March"	"3"	"Rhode Island"	"44"	"40-44 years"	"40-44"	22
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"Under 15 years"	"15"	14
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"15-19 years"	"15-19"	728
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"20-24 years"	"20-24"	1448
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"25-29 years"	"25-29"	1418
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"30-34 years"	"30-34"	1019
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"35-39 years"	"35-39"	435
	"2008"	"2008"	"March"	"3"	"South Carolina"	"45"	"40-44 years"	"40-44"	94
	"2008"	"2008"	"March"	"3"	"South Dakota"	"46"	"15-19 years"	"15-19"	100
	"2008"	"2008"	"March"	"3"	"South Dakota"	"46"	"20-24 years"	"20-24"	265
	"2008"	"2008"	"March"	"3"	"South Dakota"	"46"	"25-29 years"	"25-29"	337
	"2008"	"2008"	"March"	"3"	"South Dakota"	"46"	"30-34 years"	"30-34"	214
	"2008"	"2008"	"March"	"3"	"South Dakota"	"46"	"35-39 years"	"35-39"	94
	"2008"	"2008"	"March"	"3"	"South Dakota"	"46"	"40-44 years"	"40-44"	15
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"Under 15 years"	"15"	18
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"15-19 years"	"15-19"	986
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"20-24 years"	"20-24"	2061
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"25-29 years"	"25-29"	1940
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"30-34 years"	"30-34"	1319
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"35-39 years"	"35-39"	603
	"2008"	"2008"	"March"	"3"	"Tennessee"	"47"	"40-44 years"	"40-44"	108
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"Under 15 years"	"15"	61
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"15-19 years"	"15-19"	4304
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"20-24 years"	"20-24"	8707
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"25-29 years"	"25-29"	8880
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"30-34 years"	"30-34"	6498
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"35-39 years"	"35-39"	3034
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"40-44 years"	"40-44"	567
	"2008"	"2008"	"March"	"3"	"Texas"	"48"	"45-49 years"	"45-49"	37
	"2008"	"2008"	"March"	"3"	"Utah"	"49"	"15-19 years"	"15-19"	317
	"2008"	"2008"	"March"	"3"	"Utah"	"49"	"20-24 years"	"20-24"	1268
	"2008"	"2008"	"March"	"3"	"Utah"	"49"	"25-29 years"	"25-29"	1656
	"2008"	"2008"	"March"	"3"	"Utah"	"49"	"30-34 years"	"30-34"	1023
	"2008"	"2008"	"March"	"3"	"Utah"	"49"	"35-39 years"	"35-39"	346
	"2008"	"2008"	"March"	"3"	"Utah"	"49"	"40-44 years"	"40-44"	73
	"2008"	"2008"	"March"	"3"	"Vermont"	"50"	"15-19 years"	"15-19"	44
	"2008"	"2008"	"March"	"3"	"Vermont"	"50"	"20-24 years"	"20-24"	118
	"2008"	"2008"	"March"	"3"	"Vermont"	"50"	"25-29 years"	"25-29"	155
	"2008"	"2008"	"March"	"3"	"Vermont"	"50"	"30-34 years"	"30-34"	129
	"2008"	"2008"	"March"	"3"	"Vermont"	"50"	"35-39 years"	"35-39"	69
	"2008"	"2008"	"March"	"3"	"Vermont"	"50"	"40-44 years"	"40-44"	12
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"Under 15 years"	"15"	12
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"15-19 years"	"15-19"	760
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"20-24 years"	"20-24"	2136
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"25-29 years"	"25-29"	2432
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"30-34 years"	"30-34"	2206
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"35-39 years"	"35-39"	1162
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"40-44 years"	"40-44"	257
	"2008"	"2008"	"March"	"3"	"Virginia"	"51"	"45-49 years"	"45-49"	23
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"15-19 years"	"15-19"	631
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"20-24 years"	"20-24"	1746
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"25-29 years"	"25-29"	2192
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"30-34 years"	"30-34"	1840
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"35-39 years"	"35-39"	967
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"40-44 years"	"40-44"	180
	"2008"	"2008"	"March"	"3"	"Washington"	"53"	"45-49 years"	"45-49"	18
	"2008"	"2008"	"March"	"3"	"West Virginia"	"54"	"15-19 years"	"15-19"	233
	"2008"	"2008"	"March"	"3"	"West Virginia"	"54"	"20-24 years"	"20-24"	513
